issue_id,timestamp,category,description,municipality,district,state,age_group,gender,origin,responsible_entity_id,responsible_entity_name,responsible_entity_level,description_length,description_words,has_verkehr_keywords,has_bildung_keywords,has_umwelt_keywords,has_gesundheit_keywords,hour,day_of_week,day_of_month,week_of_year,month,quarter,is_weekend,is_business_hours,is_morning,is_afternoon
ISS_20250613033805_3117,2024-07-08 16:12:00,Digitalisierung,"Die Online-Terminbuchung für den Bürgerservice funktioniert seit Wochen nicht richtig - man kann zwar Termine auswählen, aber bekommt keine Bestätigung. Meine 78-jährige Mutter ist völlig überfordert und muss jetzt extra nach Fulda fahren.",Eiterfeld,Gemeinde,Hessen,45-54,male,citizen,BUND_BUNDESMINISTERIUM_FÜR_DIGITALES_UND_VERKEHR,Bundesministerium für Digitales und Verkehr,Bund,239,33,False,False,False,False,16,0,8,28,7,3,False,True,False,True
ISS_20250613033652_8307,2023-08-13 15:08:00,Umwelt,"Die Mülleimer im Stadtpark quellen seit Tagen über und der Gestank ist unerträglich. Besonders am Spielplatz liegt überall Abfall rum, das ist unhygienisch für die Kinder und sieht einfach eklig aus.",Springe,Stadt,Niedersachsen,18-24,female,citizen,LAND_01_UM,Schleswig-Holstein - Ministerium für Umwelt,Land,199,31,False,False,True,False,15,6,13,32,8,3,True,True,False,True
ISS_20250613034120_2441,2023-04-16 09:25:00,Wirtschaft,"Die Innenstadt stirbt aus - schon wieder hat ein Geschäft in der Hauptstraße dichtgemacht. Es braucht dringend mehr Unterstützung für kleine Läden, sonst haben wir bald nur noch leere Schaufenster und Online-Shopping.",Ehingen (Donau),Stadt,Baden-Württemberg,45-54,female,citizen,LAND_13_FM,Mecklenburg-Vorpommern - Ministerium der Finanzen,Land,217,32,True,False,False,False,9,6,16,15,4,2,True,True,True,False
ISS_20250613033726_5708,2024-01-11 08:06:00,Digitalisierung,"Das Online-Portal der Gemeinde ist eine Katastrophe - seit drei Wochen versuche ich, einen Antrag für den Personalausweis zu stellen, aber die Seite lädt nicht richtig und niemand am Telefon kann mir helfen.",Uehrde,Gemeinde,Niedersachsen,45-54,female,citizen,BUND_BUNDESMINISTERIUM_FÜR_DIGITALES_UND_VERKEHR,Bundesministerium für Digitales und Verkehr,Bund,207,33,False,False,False,False,8,3,11,2,1,1,False,True,True,False
ISS_20250613033703_4206,2023-06-23 02:48:00,Migration,"Die Bearbeitung meines EU-Bürger-Antrags für die Anmeldebescheinigung dauert bereits drei Monate. Trotz vollständiger Unterlagen erhalte ich keine Rückmeldung vom Bürgerbüro, obwohl die gesetzliche Frist längst überschritten ist.",Monheim am Rhein,Stadt,Nordrhein-Westfalen,45-54,female,migrant_eu,LAND_03_SM,Niedersachsen - Ministerium für Soziales,Land,229,27,False,False,False,False,2,4,23,25,6,2,False,False,False,False
ISS_20250613033656_9884,2024-03-22 02:41:00,Migration,"Die Wartezeiten im Bürgerbüro sind seit Monaten unerträglich lang geworden, weil zu wenig Personal da ist. Ich musste letzte Woche drei Stunden warten, nur um meinen Personalausweis zu verlängern - das geht so nicht weiter.",Gescher,Stadt,Nordrhein-Westfalen,25-34,female,citizen,LAND_01_SM,Schleswig-Holstein - Ministerium für Soziales,Land,223,35,False,False,False,False,2,4,22,12,3,1,False,False,False,False
ISS_20250613034248_8604,2024-01-07 02:45:00,Sicherheit,"Die Straßenbeleuchtung in der Gartenstraße ist seit Wochen kaputt, wodurch der Weg abends sehr dunkel und unsicher ist. Besonders für Frauen und ältere Menschen ist das ein echtes Sicherheitsrisiko.",Pegau,Stadt,Sachsen,35-44,female,citizen,LAND_13_IM,Mecklenburg-Vorpommern - Ministerium des Innern,Land,198,29,True,False,False,False,2,6,7,1,1,1,True,False,False,False
ISS_20250613033703_4528,2024-04-17 10:08:00,Umwelt,Die Müllcontainer in unserer Straße werden seit drei Wochen nicht geleert und es stinkt furchtbar. Meine Kinder können nicht mehr draußen spielen und die Nachbarn beschweren sich auch schon.,Bergheim,Gemeinde,Bayern,35-44,female,migrant_non_eu,LAND_07_UM,Rheinland-Pfalz - Ministerium für Umwelt,Land,190,29,True,False,True,False,10,2,17,16,4,2,False,True,True,False
ISS_20250613033746_8423,2023-08-07 23:57:00,Umwelt,"Die Biotonne in der Moorstraße wird seit drei Wochen nicht geleert und stinkt fürchterlich. Meine Nachbarn und ich haben schon mehrmals angerufen, aber passiert ist nichts - langsam kommen die Maden und Fliegen.",Lilienthal,Gemeinde,Niedersachsen,55-64,male,citizen,LAND_01_MW,Schleswig-Holstein - Ministerium für Wirtschaft,Land,211,33,True,False,False,False,23,0,7,32,8,3,False,False,False,False
ISS_20250613033729_8985,2023-06-12 10:41:00,Umwelt,"Die Mülltrennung in unserem Wohngebiet funktioniert nicht richtig - die gelben Säcke werden oft wochenlang nicht abgeholt und der Wind verteilt den Müll überall. Das sieht nicht nur schlecht aus, sondern zieht auch Ungeziefer an.",Roding,Stadt,Bayern,25-34,male,citizen,LAND_07_UM,Rheinland-Pfalz - Ministerium für Umwelt,Land,229,35,False,False,True,False,10,0,12,24,6,2,False,True,True,False
ISS_20250613034146_9683,2023-06-29 11:39:00,Migration,"Die Wartezeiten im Bürgerbüro sind seit Monaten unerträglich geworden. Für einen einfachen Personalausweisantrag muss man über drei Stunden warten, weil zu wenig Personal da ist und die Termine völlig überlastet sind.",Kirchham,Gemeinde,Bayern,25-34,female,citizen,LAND_06_SM,Hessen - Ministerium für Soziales,Land,217,31,False,False,False,False,11,3,29,26,6,2,False,True,True,False
ISS_20250613033929_1619,2025-04-22 09:15:00,Sicherheit,"Die Straßenbeleuchtung in der Mühlstraße ist seit Wochen kaputt und abends ist es dort stockdunkel. Als Frau traue ich mich nicht mehr alleine nach Hause zu gehen, weil man nichts sieht und es sehr unsicher wirkt.",Dingelstädt,Stadt,Thüringen,45-54,female,migrant_non_eu,LAND_06_UM,Hessen - Ministerium für Umwelt,Land,213,36,True,False,False,False,9,1,22,17,4,2,False,True,True,False
ISS_20250613034021_3640,2023-10-03 23:52:00,Bildung,Die Schulbusse zur Grundschule Broderstorf fahren seit drei Wochen unregelmäßig und kommen oft 15 Minuten zu spät. Meine Kinder verpassen dadurch ständig die erste Stunde und ich muss sie immer öfter selbst zur Schule fahren.,Broderstorf,Gemeinde,Mecklenburg-Vorpommern,45-54,female,citizen,LAND_14_BM,Sachsen - Ministerium für Bildung,Land,225,35,True,True,False,False,23,1,3,40,10,4,False,False,False,False
ISS_20250613034152_4691,2024-10-22 09:45:00,Sicherheit,"Der Fußweg zur S-Bahn-Station ist abends völlig unbeleuchtet und durch die Baustelle sehr unübersichtlich geworden. Als Pendler fühle ich mich dort unsicher, besonders im Winter wenn es früh dunkel wird.",Aschau i.Chiemgau,Gemeinde,Bayern,25-34,male,migrant_eu,LAND_16_IM,Thüringen - Ministerium des Innern,Land,203,30,True,False,False,False,9,1,22,43,10,4,False,True,True,False
ISS_20250613034017_1819,2023-01-24 09:30:00,Bildung,"Mein Sohn besucht die 8. Klasse am Gymnasium und hat seit drei Wochen keinen Mathematikunterricht, weil die Lehrerin krank ist und keine Vertretung gefunden wird. Die Schüler sollen sich den Stoff selbst erarbeiten - das kann nicht sein!",Wörth am Rhein,Stadt,Rheinland-Pfalz,45-54,female,citizen,LAND_09_BM,Bayern - Ministerium für Bildung,Land,237,38,False,True,False,False,9,1,24,4,1,1,False,True,True,False
ISS_20250613034015_4671,2025-04-08 16:03:00,Bildung,"Die Schulbusse zur Grundschule Kutenholz kommen seit drei Wochen immer 10-15 Minuten zu spät an. Meine Kinder verpassen dadurch regelmäßig die erste Stunde und ich muss sie oft selbst fahren, obwohl wir für den Schulbus bezahlen.",Kutenholz,Gemeinde,Niedersachsen,35-44,female,citizen,LAND_01_BM,Schleswig-Holstein - Ministerium für Bildung,Land,229,36,True,True,False,False,16,1,8,15,4,2,False,True,False,True
ISS_20250613033716_2582,2024-06-16 23:32:00,Digitalisierung,"Die Online-Terminbuchung für das Bürgerbüro funktioniert überhaupt nicht - ständig Fehlermeldungen und dann ist man ewig in der Warteschleife am Telefon. Warum kann man nicht einfach wie früher persönlich vorbeikommen, ohne diesen Computer-Kram?",Loitsche-Heinrichsberg,Gemeinde,Sachsen-Anhalt,55-64,female,citizen,BUND_BUNDESMINISTERIUM_FÜR_DIGITALES_UND_VERKEHR,Bundesministerium für Digitales und Verkehr,Bund,245,33,False,False,False,False,23,6,16,24,6,2,True,False,False,False
ISS_20250613034017_3714,2023-12-27 09:10:00,Sicherheit,"Die Straßenbeleuchtung in der Römerstraße ist seit drei Wochen kaputt und nachts ist es dort stockfinster. Als Mutter habe ich Angst, dass meine Kinder auf dem Heimweg von Freunden stürzen oder sich verletzen könnten.",Wildflecken,Gemeinde,Bayern,35-44,female,citizen,LAND_04_IM,Bremen - Ministerium des Innern,Land,217,34,True,False,False,False,9,2,27,52,12,4,False,True,True,False
ISS_20250613034002_8517,2024-09-02 11:10:00,Bildung,"Die Schulbusse zu unserer Grundschule in Peenehagen fahren seit drei Wochen völlig unzuverlässig - mal kommen sie 20 Minuten zu spät, mal gar nicht. Meine Kinder und andere Schüler verpassen dadurch regelmäßig die erste Stunde.",Peenehagen,Gemeinde,Mecklenburg-Vorpommern,45-54,female,citizen,LAND_02_BM,Hamburg - Ministerium für Bildung,Land,227,35,True,True,False,False,11,0,2,36,9,3,False,True,True,False
ISS_20250613034246_2819,2024-03-26 10:46:00,Gesundheit,"Die Warteschlange beim Hausarzt in Weitenhagen ist unmöglich - drei Stunden Wartezeit für einen Termin sind normal. Wir brauchen dringend mehr Ärzte hier, besonders für junge Familien mit Kindern ist die medizinische Versorgung katastrophal.",Weitenhagen,Gemeinde,Mecklenburg-Vorpommern,25-34,female,citizen,LAND_04_GM,Bremen - Ministerium für Gesundheit,Land,241,34,False,False,False,True,10,1,26,13,3,1,False,True,True,False
ISS_20250613034201_8242,2023-07-14 10:02:00,Sicherheit,"Die Straßenbeleuchtung in der Dorfstraße ist seit Wochen kaputt, wodurch der Weg zur Bushaltestelle abends völlig dunkel ist. Als alleinerziehende Mutter fühle ich mich sehr unsicher, wenn ich spät von der Arbeit nach Hause komme.",Großharrie,Gemeinde,Schleswig-Holstein,35-44,female,migrant_eu,LAND_08_IM,Baden-Württemberg - Ministerium des Innern,Land,230,35,True,False,False,False,10,4,14,28,7,3,False,True,True,False
ISS_20250613034301_9542,2024-02-18 12:32:00,Umwelt,"Die illegale Müllentsorgung am Waldrand zwischen Osterburg und Krumke wird immer schlimmer. Alte Autoreifen, Bauschutt und Haushaltsabfälle verschandeln die Natur und gefährden das Grundwasser - hier muss dringend kontrolliert und aufgeräumt werden.",Osterburg (Altmark),Stadt,Sachsen-Anhalt,45-54,male,migrant_eu,LAND_14_UM,Sachsen - Ministerium für Umwelt,Land,249,32,False,False,True,False,12,6,18,7,2,1,True,True,True,True
ISS_20250613034114_8498,2025-05-18 18:00:00,Sicherheit,Der Wanderweg am Pleckensteiner Wald ist seit Wochen durch umgestürzte Bäume blockiert und die Absperrung fehlt komplett. Gestern wäre ich fast über einen dicken Ast gestürzt - das ist eine echte Gefahr für alle Wanderer und Jogger.,Pleckensteiner Wald,Gemeindefreies Gebiet,Bayern,35-44,male,citizen,LAND_09_IM,Bayern - Ministerium des Innern,Land,232,37,False,False,False,False,18,6,18,20,5,2,True,False,False,True
ISS_20250613033802_2135,2024-07-03 04:06:00,Sicherheit,"Die Straßenbeleuchtung in der Bergstraße ist seit Wochen kaputt, wodurch der Weg zur Bushaltestelle abends sehr dunkel und unsicher ist. Besonders für Frauen und ältere Bürger ist das ein echtes Sicherheitsrisiko.",Elterlein,Stadt,Sachsen,35-44,male,migrant_eu,LAND_14_IM,Sachsen - Ministerium des Innern,Land,213,31,True,False,False,False,4,2,3,27,7,3,False,False,False,False
ISS_20250613034234_2600,2023-06-16 00:21:00,Bildung,"Die Kita in Much hat schon wieder eine Gruppe geschlossen, weil Erzieherinnen krank sind. Mein Sohn kann nicht betreut werden und ich muss ständig von der Arbeit fernbleiben - das kann so nicht weitergehen!",Much,Gemeinde,Nordrhein-Westfalen,25-34,female,citizen,LAND_10_BM,Saarland - Ministerium für Bildung,Land,206,34,False,True,False,False,0,4,16,24,6,2,False,False,False,False
ISS_20250613034209_4666,2024-05-04 11:02:00,Bildung,Die Schulbusse zur Grundschule Bad Endbach kommen seit drei Wochen regelmäßig 10-15 Minuten zu spät an. Meine Enkelkinder verpassen dadurch den Unterrichtsbeginn und stehen bei schlechtem Wetter im Regen.,Bad Endbach,Gemeinde,Hessen,55-64,male,citizen,LAND_10_BM,Saarland - Ministerium für Bildung,Land,204,29,True,True,False,False,11,5,4,18,5,2,True,True,True,False
ISS_20250613033857_2319,2023-04-05 22:54:00,Migration,"Die Bearbeitung meines Antrags auf Familienzusammenführung für meinen Schwiegersohn dauert bereits acht Monate ohne jede Rückmeldung. Ich bitte um Auskunft über den aktuellen Stand, da meine Tochter und ihr Mann endlich zusammenleben möchten.",Templin,Stadt,Brandenburg,45-54,female,citizen,LAND_06_SM,Hessen - Ministerium für Soziales,Land,242,33,False,False,False,False,22,2,5,14,4,2,False,False,False,False
ISS_20250613033958_2634,2023-02-08 10:17:00,Digitalisierung,"Das Online-Portal der Stadtverwaltung ist ständig überlastet und stürzt ab, wenn man Formulare ausfüllen will. Für einen einfachen Wohnsitznachweis muss ich trotzdem persönlich vorbeikommen, obwohl das digital möglich sein sollte.",Blaubeuren,Stadt,Baden-Württemberg,35-44,female,citizen,BUND_BUNDESMINISTERIUM_FÜR_DIGITALES_UND_VERKEHR,Bundesministerium für Digitales und Verkehr,Bund,230,30,False,False,False,False,10,2,8,6,2,1,False,True,True,False
ISS_20250613034018_6606,2023-03-06 07:08:00,Migration,"""Die Bearbeitung meines Antrags auf Familienzusammenführung für meinen Schwiegersohn aus Polen dauert bereits acht Monate. Wann kann ich endlich mit einer Entscheidung rechnen? Meine Tochter und die Enkelkinder leiden unter dieser endlosen Warterei.""",Schwasdorf,Gemeinde,Mecklenburg-Vorpommern,65+,male,citizen,LAND_15_SM,Sachsen-Anhalt - Ministerium für Soziales,Land,250,33,False,False,False,False,7,0,6,10,3,1,False,False,True,False
ISS_20250613033649_9390,2023-07-07 09:47:00,Bildung,"Die Schultoiletten in der örtlichen Grundschule sind in einem katastrophalen Zustand - defekte Spülungen, fehlende Seife und kaputte Türschlösser. Meine Enkelin weigert sich, dort zur Toilette zu gehen, was unhaltbar ist.",Wanzleben-Börde,Stadt,Sachsen-Anhalt,55-64,female,citizen,LAND_11_BM,Berlin - Ministerium für Bildung,Land,221,31,False,True,False,False,9,4,7,27,7,3,False,True,True,False
ISS_20250613033958_9191,2025-05-11 11:12:00,Migration,"Das Ausländeramt hat meinen Antrag auf Aufenthaltserlaubnis seit vier Monaten nicht bearbeitet, obwohl alle Unterlagen vollständig eingereicht wurden. Ohne gültige Papiere kann ich weder arbeiten noch meine Familie nachziehen lassen.",Eggenstein-Leopoldshafen,Gemeinde,Baden-Württemberg,25-34,male,migrant_non_eu,LAND_12_SM,Brandenburg - Ministerium für Soziales,Land,233,30,False,False,False,False,11,6,11,19,5,2,True,True,True,False
ISS_20250613033939_8331,2024-05-09 01:40:00,Migration,"Die Bearbeitung meines Antrags auf Anerkennung meiner polnischen Berufsqualifikation als Krankenschwester dauert bereits acht Monate. Ich kann nicht arbeiten und brauche dringend eine Antwort, wann endlich eine Entscheidung getroffen wird.",Dobbin-Linstow,Gemeinde,Mecklenburg-Vorpommern,55-64,female,migrant_eu,LAND_10_SM,Saarland - Ministerium für Soziales,Land,239,30,False,False,False,False,1,3,9,19,5,2,False,False,False,False
ISS_20250613034117_5273,2025-04-10 08:00:00,Sicherheit,"Am Bahnhof Herbsleben ist seit Monaten die Beleuchtung kaputt und abends völlig dunkel. Besonders für Pendler und ältere Bürger ist das gefährlich, weil man die Stufen und Gleise kaum sieht. Bitte reparieren Sie endlich die Lampen!",Herbsleben,Gemeinde,Thüringen,45-54,male,citizen,LAND_09_IM,Bayern - Ministerium des Innern,Land,231,36,True,False,False,False,8,3,10,15,4,2,False,True,True,False
ISS_20250613033701_9435,2024-08-16 16:04:00,Gesundheit,"Die Wartezeit beim Hausarzt in Meuselwitz beträgt mittlerweile über drei Wochen für einen normalen Termin. Als Rentner mit Bluthochdruck ist das untragbar - wir brauchen dringend mehr Ärzte in der Stadt, sonst gefährdet das unsere Gesundheit.",Meuselwitz,Stadt,Thüringen,55-64,male,citizen,LAND_08_GM,Baden-Württemberg - Ministerium für Gesundheit,Land,242,36,False,False,False,True,16,4,16,33,8,3,False,True,False,True
ISS_20250613033851_5945,2024-09-28 06:10:00,Sicherheit,"Der Fußweg entlang der Dorfstraße ist abends völlig unbeleuchtet und durch Schlaglöcher gefährlich. Als Frau traue ich mich nach Einbruch der Dunkelheit nicht mehr allein nach Hause zu gehen, weil man nichts sieht und leicht stürzen kann.",Gräben,Gemeinde,Brandenburg,45-54,female,citizen,LAND_14_UM,Sachsen - Ministerium für Umwelt,Land,238,37,True,False,False,False,6,5,28,39,9,3,True,False,True,False
ISS_20250613034133_5723,2025-03-30 23:30:00,Bildung,"Die Volkshochschule hat schon wieder den Computerkurs für Senioren abgesagt - das ist der dritte Kurs dieses Jahr! Wir älteren Bürger haben auch ein Recht darauf, mit der digitalen Welt Schritt zu halten.",Krems II,Gemeinde,Schleswig-Holstein,65+,male,citizen,LAND_11_BM,Berlin - Ministerium für Bildung,Land,204,33,False,True,False,False,23,6,30,13,3,1,True,False,False,False
ISS_20250613034056_2338,2023-10-28 23:50:00,Wirtschaft,"Die Gewerbesteuer für kleine Betriebe in Neunkirchen ist viel zu hoch im Vergleich zu Nachbargemeinden. Viele lokale Geschäfte schließen deshalb oder ziehen weg, was unsere Ortskerne aussterben lässt und Arbeitsplätze kostet.",Neunkirchen a.Brand,Gemeinde,Bayern,45-54,female,citizen,LAND_12_MW,Brandenburg - Ministerium für Wirtschaft,Land,225,31,False,False,False,False,23,5,28,43,10,4,True,False,False,False
ISS_20250613033926_9531,2024-07-10 19:29:00,Sicherheit,"Die Straßenbeleuchtung am Waldweg zwischen Solling und Dassel ist seit Monaten kaputt. Abends ist es dort stockfinster und als Familienvater mache ich mir Sorgen um die Sicherheit, besonders für Kinder und ältere Menschen.",Solling (Landkreis Northeim),Gemeindefreies Gebiet,Niedersachsen,35-44,male,migrant_eu,LAND_03_IM,Niedersachsen - Ministerium des Innern,Land,222,33,True,False,False,False,19,2,10,28,7,3,False,False,False,False
ISS_20250613033658_4160,2023-01-21 00:10:00,Bildung,Die Heizung in der Regelschule am Neumarkt ist seit drei Wochen kaputt. Mein Sohn und seine Mitschüler frieren im Unterricht und können sich nicht konzentrieren. Wann wird das endlich repariert?,Schleiz,Stadt,Thüringen,45-54,male,citizen,LAND_08_BM,Baden-Württemberg - Ministerium für Bildung,Land,194,30,False,True,False,False,0,5,21,3,1,1,True,False,False,False
ISS_20250613033815_3703,2023-01-18 00:12:00,Digitalisierung,"Das Online-Portal der Gemeinde ist ständig überlastet und stürzt ab, wenn man Anträge stellen will. Ich habe jetzt schon dreimal versucht, meinen Wohnsitz umzumelden, aber die Seite funktioniert einfach nicht richtig.",Bienenbüttel,Gemeinde,Niedersachsen,25-34,female,citizen,BUND_BUNDESMINISTERIUM_FÜR_DIGITALES_UND_VERKEHR,Bundesministerium für Digitales und Verkehr,Bund,217,31,False,False,False,False,0,2,18,3,1,1,False,False,False,False
ISS_20250613033915_6076,2023-01-06 22:05:00,Bildung,"Die Turnhalle der Grundschule Emmerthal ist seit drei Monaten wegen Wasserschäden gesperrt, meine Tochter hat seitdem keinen Sportunterricht mehr. Wann wird endlich repariert, damit die Kinder wieder normal am Unterricht teilnehmen können?",Emmerthal,Gemeinde,Niedersachsen,25-34,male,citizen,LAND_03_BM,Niedersachsen - Ministerium für Bildung,Land,239,32,False,True,False,False,22,4,6,1,1,1,False,False,False,False
ISS_20250613033955_9393,2023-04-24 22:49:00,Bildung,"Die Toiletten in der örtlichen Grundschule sind seit Monaten in einem unhaltbaren Zustand - kaputte Spülungen, fehlende Seife und verschmutzte Räume. Mein Sohn weigert sich, dort zur Toilette zu gehen, was nicht akzeptabel ist.",Schellerten,Gemeinde,Niedersachsen,25-34,male,citizen,LAND_05_BM,Nordrhein-Westfalen - Ministerium für Bildung,Land,227,34,False,True,False,False,22,0,24,17,4,2,False,False,False,False
ISS_20250613033707_6649,2023-06-01 06:15:00,Verkehr,"Die Bushaltestelle an der Dorfstraße hat kein Wartehäuschen und bei Regen stehen die Fahrgäste völlig im Nassen. Besonders für ältere Mitbürger ist das unzumutbar, wenn der Bus mal wieder Verspätung hat.",Nutteln,Gemeinde,Schleswig-Holstein,45-54,female,citizen,LAND_06_VM,Hessen - Ministerium für Verkehr,Land,203,31,True,False,False,False,6,3,1,22,6,2,False,False,True,False
ISS_20250613034015_6578,2023-08-23 19:25:00,Gesundheit,"Der Hausarzt in unserem Ort hat seine Praxis geschlossen und der nächste Arzt ist 25 Kilometer entfernt. Für Familien ohne Auto ist das ein großes Problem, besonders wenn die Kinder krank sind.",Rehm-Flehde-Bargen,Gemeinde,Schleswig-Holstein,35-44,female,migrant_eu,LAND_14_GM,Sachsen - Ministerium für Gesundheit,Land,193,32,False,False,False,True,19,2,23,34,8,3,False,False,False,False
ISS_20250613033841_6924,2024-12-10 09:48:00,Umwelt,"Die Mülleimer im Kurpark sind seit Tagen überfüllt und der Abfall liegt überall rum. Das sieht nicht nur eklig aus, sondern lockt auch Ungeziefer an - können Sie bitte dafür sorgen, dass die öfter geleert werden?",Schönebeck (Elbe),Stadt,Sachsen-Anhalt,18-24,male,citizen,LAND_03_UM,Niedersachsen - Ministerium für Umwelt,Land,212,36,False,False,True,False,9,1,10,50,12,4,False,True,True,False
ISS_20250613033802_3882,2023-07-09 16:30:00,Gesundheit,"Die Wartezeit beim Gesundheitsamt für einen Termin zur Gesundheitsberatung beträgt aktuell über 8 Wochen. Als berufstätige Mutter brauche ich dringend einen Beratungstermin für mein Kind, aber die langen Wartezeiten sind unzumutbar.",Wipperfürth,Stadt,Nordrhein-Westfalen,35-44,female,citizen,LAND_16_SM,Thüringen - Ministerium für Soziales,Land,232,31,False,False,False,False,16,6,9,27,7,3,True,True,False,True
ISS_20250613034033_2847,2024-03-12 17:53:00,Bildung,"Die Kita in Bramstedtlund hat seit Monaten zu wenig Erzieherinnen, deshalb werden die Öffnungszeiten ständig verkürzt. Als berufstätige Mutter kann ich mein Kind oft nicht rechtzeitig abholen und bekomme Probleme mit meinem Arbeitgeber.",Bramstedtlund,Gemeinde,Schleswig-Holstein,25-34,female,citizen,LAND_06_BM,Hessen - Ministerium für Bildung,Land,236,33,False,True,False,False,17,1,12,11,3,1,False,True,False,True
ISS_20250613034134_3405,2023-11-08 00:36:00,Umwelt,Die Mülltrennung in unserer Siedlung funktioniert nicht richtig - viele Nachbarn werfen alles in die Restmülltonne. Dadurch stinkt es furchtbar und die Müllabfuhr nimmt die Tonnen manchmal nicht mit. Können Sie bitte Kontrollen machen?,Kelkheim (Taunus),Stadt,Hessen,55-64,male,migrant_eu,LAND_06_UM,Hessen - Ministerium für Umwelt,Land,235,34,False,False,True,False,0,2,8,45,11,4,False,False,False,False
ISS_20250613033900_6255,2023-08-12 14:13:00,Umwelt,"Die Mülltrennung in unserem Wohngebiet funktioniert nicht richtig - ständig werden Gelbe Säcke und Restmüll wild durcheinander entsorgt. Das zieht Ungeziefer an und sieht schrecklich aus, besonders für die Kinder auf dem Spielplatz nebenan.",Kempen,Stadt,Nordrhein-Westfalen,35-44,female,citizen,LAND_05_UM,Nordrhein-Westfalen - Ministerium für Umwelt,Land,240,34,False,False,True,False,14,5,12,32,8,3,True,True,False,True
ISS_20250613034043_8337,2023-07-13 13:17:00,Bildung,"Die Schulbusse zur Grundschule kommen seit drei Wochen täglich zu spät, meine Tochter verpasst dadurch regelmäßig die erste Stunde. Andere Eltern haben das gleiche Problem - wann wird endlich der Fahrplan angepasst?",Lamspringe,Gemeinde,Niedersachsen,45-54,female,citizen,LAND_10_BM,Saarland - Ministerium für Bildung,Land,215,32,True,True,False,False,13,3,13,28,7,3,False,True,False,True
ISS_20250613033801_5573,2024-10-29 06:52:00,Gesundheit,"Die Wartezeit beim Hausarzt in Koberg ist unmöglich geworden - drei Wochen für einen normalen Termin! Für Berufstätige wie mich ist das ein echtes Problem, weil man dann notgedrungen in die Notaufnahme muss.",Koberg,Gemeinde,Schleswig-Holstein,25-34,male,citizen,LAND_14_GM,Sachsen - Ministerium für Gesundheit,Land,207,33,False,False,False,True,6,1,29,44,10,4,False,False,True,False
ISS_20250613033710_9990,2023-11-28 10:39:00,Umwelt,"Der Grünschnitt am Ortseingang von Heiligengrabe wird seit Monaten nicht abgeholt und fault vor sich hin. Das stinkt erbärmlich und lockt massenhaft Ungeziefer an - meine Nachbarn beschweren sich schon bei mir, als wäre ich schuld daran.",Heiligengrabe,Gemeinde,Brandenburg,45-54,male,citizen,LAND_03_UM,Niedersachsen - Ministerium für Umwelt,Land,237,37,False,False,True,False,10,1,28,48,11,4,False,True,True,False
ISS_20250613034120_5597,2023-08-12 01:25:00,Wirtschaft,Die Gewerbesteuer für kleine Betriebe in St. Bernhard ist viel zu hoch im Vergleich zu den Nachbargemeinden. Dadurch wandern immer mehr Geschäfte ab und unsere Ortsmitte stirbt aus. Das schadet der ganzen Gemeinde wirtschaftlich.,St. Bernhard,Gemeinde,Thüringen,45-54,female,citizen,LAND_15_MW,Sachsen-Anhalt - Ministerium für Wirtschaft,Land,229,34,False,False,False,False,1,5,12,32,8,3,True,False,False,False
ISS_20250613034205_7496,2024-09-13 12:55:00,Sicherheit,"Die Beleuchtung am Fußweg zwischen Bahnhof und Innenstadt ist seit Wochen kaputt. Als junge Frau traue ich mich abends nicht mehr alleine nach Hause zu laufen, weil der Weg komplett dunkel ist.",Rüthen,Stadt,Nordrhein-Westfalen,18-24,female,citizen,LAND_10_IM,Saarland - Ministerium des Innern,Land,193,32,True,False,False,False,12,4,13,37,9,3,False,True,True,True
ISS_20250613034053_1409,2024-04-06 09:18:00,Umwelt,"Der Containerplatz an der Rheinstraße quillt seit Tagen über und der Wind verteilt den Müll in unserem Viertel. Meine Kinder können nicht mehr draußen spielen, weil überall Abfall herumliegt und es stinkt.",Wilhelmshaven,Stadt,Niedersachsen,45-54,male,migrant_non_eu,LAND_11_UM,Berlin - Ministerium für Umwelt,Land,205,32,True,False,True,False,9,5,6,14,4,2,True,True,True,False
ISS_20250613034241_2219,2025-06-10 03:20:00,Umwelt,Die Mülltrennung in unserem Wohngebiet funktioniert nicht richtig - viele Nachbarn werfen alles in einen Container. Dadurch stinkt es sehr und Ungeziefer kommt. Bitte mehr Kontrollen und bessere Aufklärung für alle Bewohner.,Langenau,Stadt,Baden-Württemberg,55-64,male,migrant_non_eu,LAND_08_UM,Baden-Württemberg - Ministerium für Umwelt,Land,224,32,False,False,True,False,3,1,10,24,6,2,False,False,False,False
ISS_20250613033818_2389,2023-02-06 22:30:00,Digitalisierung,"Die Online-Terminbuchung für das Bürgerbüro funktioniert seit Wochen nicht richtig - man kann zwar Termine auswählen, aber bekommt keine Bestätigung. Muss ich wirklich extra nach Mainhardt fahren, nur um einen Termin zu vereinbaren?",Mainhardt,Gemeinde,Baden-Württemberg,35-44,female,citizen,BUND_BUNDESMINISTERIUM_FÜR_DIGITALES_UND_VERKEHR,Bundesministerium für Digitales und Verkehr,Bund,232,33,False,False,False,False,22,0,6,6,2,1,False,False,False,False
